name,rmse,ridge_weight
lightgbm/2025-05-30_03-27-41-rmse_0.05918,0.05918593093972414,0.0016820213472332239
lightgbm/2025-05-28_15-16-12-rmse_0.05926,0.05926124615195987,0.0014128832605575633
catboost/2025-05-28_17-18-46-rmse_0.05951,0.059511117441635536,0.001289372420621896
hill_climbing/rmse_0.05868,0.058676027035814454,0.0010192392859994033
ridge/rmse_0.05871,0.05866380145519368,0.0008807835680894392
xgboost/2025-05-28_15-14-06-rmse_0.05922,0.059226351929964595,0.0008789536594206712
cuml_knn/2025-05-29_16-19-34-rmse_0.10444,0.10443686525040606,0.0008570481539289534
lightgbm/2025-05-28_15-51-57-rmse_0.05918,0.05918499087426683,0.0006935843998399315
xgboost/2025-05-28_14-48-09-rmse_0.05926,0.0592575780997412,0.0005997578613256724
lightgbm/2025-05-28_15-05-31-rmse_0.05925,0.05925170735972795,0.0003960977604061926
xgboost/2025-05-29_17-42-10-rmse_0.05923,0.05922740285212411,0.0003568328935809796
xgboost/2025-05-29_20-00-25-rmse_0.05921,0.05921603159844575,0.0002209029298873272
xgboost/2025-05-29_17-39-04-rmse_0.05921,0.059207713764650324,9.764225434603888e-05
xgboost/2025-05-28_15-25-28-rmse_0.05926,0.05926621313820869,8.813905830240779e-05
lightgbm/2025-05-28_15-22-56-rmse_0.05925,0.059253381489359165,-0.00019725505911231646
lightgbm/2025-05-29_17-57-39-rmse_0.05919,0.0591972265651441,-0.00020745747549353824
cuml_knn/2025-05-29_15-46-24-rmse_0.10160,0.10160025056689782,-0.0003216616773702077
lightgbm/2025-05-28_15-46-09-rmse_0.05921,0.05921594652490118,-0.0007648525022980422
autogluon/rmse_0.05910,0.05907592362236062,-0.0009433553511826914
xgboost/2025-05-29_18-43-17-rmse_0.05919,0.05919076520047283,-0.0013109528127919264
lightgbm/2025-05-28_16-20-48-rmse_0.05922,0.059220814849375344,-0.001379652251833222
lightgbm/2025-05-28_14-47-59-rmse_0.05947,0.05947640282948802,-0.0015007175395299968
cuml_knn/2025-05-29_16-09-16-rmse_0.09476,0.09475791905467797,-0.0016820434327774814
xgboost/2025-05-29_18-14-45-rmse_0.05922,0.059223047068183994,-0.001703949606941817
xgboost/2025-05-29_18-23-39-rmse_0.05921,0.0592104969119243,-0.0018837871856614652
lightgbm/2025-05-29_17-40-20-rmse_0.05922,0.05922574376576077,-0.0019479447877594322
lightgbm/2025-05-29_23-02-42-rmse_0.05916,0.059167390073080105,-0.0025079699120233085
lightgbm/2025-05-29_17-51-21-rmse_0.05925,0.05925199142086157,-0.0027851891606332007
xgboost/2025-05-28_15-21-53-rmse_0.05922,0.059226351929964595,-0.0028675904419695804
cuml_rf/2025-05-29_16-56-05-rmse_0.14965,0.14964906500073777,-0.0034439163920003198
xgboost/2025-05-29_21-23-25-rmse_0.05921,0.05921459895581787,-0.0037320445330094217
cuml_knn/2025-05-29_15-53-45-rmse_0.10046,0.10045844675688073,-0.004201718699504772
xgboost/2025-05-28_15-18-01-rmse_0.05923,0.05922967274197495,-0.0044241954864405915
xgboost/2025-05-29_21-30-15-rmse_0.05920,0.059200695757405615,-0.004615611862883927
xgboost/2025-05-28_14-57-46-rmse_0.05935,0.05935609405823076,-0.004835250381834442
xgboost/2025-05-28_15-19-52-rmse_0.05923,0.05922967274197495,-0.005000996094640632
xgboost/2025-05-28_15-23-38-rmse_0.05927,0.05927338840017145,-0.0051836895983965806
hill_climbing/rmse_0.05866,0.05865888546630593,-0.005336149272119852
lightgbm/2025-05-28_15-57-41-rmse_0.05918,0.05918144635422326,-0.005468626750839732
xgboost/2025-05-28_14-54-48-rmse_0.05930,0.059304912053244736,-0.005613201747587999
lightgbm/2025-05-28_15-00-44-rmse_0.05920,0.05920011685293474,-0.007488915231958906
catboost/2025-05-28_16-06-59-rmse_0.05952,0.059521150032818944,-0.007625221669029323
xgboost/2025-05-29_19-42-13-rmse_0.05919,0.05919076520047283,-0.008000567000540507
lightgbm/2025-05-29_19-29-08-rmse_0.05920,0.05920084017184574,-0.008180872894207766
lightgbm/2025-05-29_18-17-39-rmse_0.05921,0.05921326871012667,-0.008526809996832493
xgboost/2025-05-29_21-04-21-rmse_0.05921,0.05921038630960574,-0.008526809996832493
lightgbm/2025-05-29_20-24-50-rmse_0.05919,0.0591926851120071,-0.008526810995846582
lightgbm/2025-05-29_19-35-25-rmse_0.05920,0.0592040484775601,-0.008526810995846583
xgboost/2025-05-29_18-04-44-rmse_0.05928,0.05928595596925609,-0.009411708778540341
hill_climbing/rmse_0.05865,0.05865368006919683,-0.009977328229994671
hill_climbing/rmse_0.05864,0.0586417613457426,-0.010055142547109035
xgboost/2025-05-29_20-41-11-rmse_0.05923,0.05923046533769329,-0.010105643029566813
cuml_knn/2025-05-29_16-12-09-rmse_0.09760,0.09760557521034796,-0.010350698477954764
cuml_knn/2025-05-29_16-29-41-rmse_0.09112,0.0911203157296468,-0.01065079298539882
lightgbm/2025-05-28_15-40-16-rmse_0.05921,0.05921484312960287,-0.01084660779925197
lightgbm/2025-05-29_20-14-12-rmse_0.05920,0.05920699400297027,-0.011640041324672142
cuml_knn/2025-05-29_16-26-53-rmse_0.09859,0.09858859758698436,-0.012258659896369853
hill_climbing/rmse_0.05870,0.058696369086347434,-0.012397466259386878
lightgbm/2025-05-28_14-54-15-rmse_0.05920,0.05920227787387942,-0.014226214915601623
xgboost/2025-05-28_15-05-06-rmse_0.05925,0.05925422861740167,-0.014377018450770692
xgboost/2025-05-28_15-02-10-rmse_0.05922,0.059226351929964595,-0.014979962521461688
xgboost/2025-05-29_20-26-55-rmse_0.05920,0.059200479860897735,-0.016026975338524697
lightgbm/2025-05-28_15-09-53-rmse_0.05923,0.05923029532586326,-0.0192451543332721
lightgbm/2025-05-28_16-17-48-rmse_0.05924,0.059245620118216526,-0.019610868323665813
